created_at,updated_at,games,checksum,url,game,id,features
1507680000,1507680000,"[1981, 7707, 21862, 24429, 26198, 51869, 53573]",cc5553ea-c8ec-4a96-37a9-f05220a719d1,https://www.igdb.com/game_versions/saints-row-iv/,1981,62,"[314, 315, 316, 317, 318, 319, 320, 321, 322, 323, 324, 325, 326, 327, 328, 329, 330, 331]"
1507680000,1507680000,"[343, 41888, 41891]",d5ba93c1-2bce-c89b-ade8-52627be70243,https://www.igdb.com/game_versions/battlefield-3/,343,61,"[305, 306, 307, 308, 309, 310, 311, 312, 313]"
1507593600,1507593600,"[11499, 28204, 52717]",592a97aa-769a-ae1b-d437-853c0dd979d5,https://www.igdb.com/game_versions/call-of-duty-wwii/,28204,60,"[302, 303, 304]"
1507593600,1507593600,"[7351, 41614]",5a84c0a0-dedf-d1f2-7614-f34b8a8b1e25,https://www.igdb.com/game_versions/doom--2/,7351,59,"[300, 301]"
1507593600,1507593600,"[9536, 11133, 28210, 41637, 42941, 47486]",d2f25f27-6d59-b5a8-d240-d52ea60799eb,https://www.igdb.com/game_versions/dark-souls-iii/,11133,57,"[286, 290, 291, 292, 293, 294, 295, 296, 297, 298, 299]"
1507593600,1507593600,"[25657, 52887]",0089b9ee-4513-57d7-5e4f-1530bee45609,https://www.igdb.com/game_versions/destiny-2/,25657,56,"[276, 277]"
1507420800,1507593600,"[2026, 5245, 7394, 9624, 11003, 11161, 53622]",7b1f1cbb-109c-c800-f800-30088a596130,https://www.igdb.com/game_versions/south-park-the-fractured-but-whole/,11161,55,"[245, 246, 247, 248, 249, 250, 251, 252]"
1507248000,1507593600,"[18908, 25875]",23e378f6-9086-ec8e-2dc8-0040faa78f4b,https://www.igdb.com/game_versions/seven-the-days-long-gone/,18908,53,"[222, 223, 224, 225, 226]"
1506902400,1507593600,"[26401, 51486]",bc3af653-bf42-3227-d356-fa7ae7e5fc64,https://www.igdb.com/game_versions/star-wars-battlefront-ii--1/,26401,51,"[201, 202, 203, 204, 205, 206, 207, 208, 210, 211]"
1506902400,1507593600,"[15, 21892, 43022, 72381]",511c343f-0317-14c5-9716-54abbb685711,https://www.igdb.com/game_versions/fallout-3/,15,49,"[191, 192, 193, 194, 195, 196, 197, 198, 199, 283, 285]"
1506902400,1507593600,"[16, 25532, 45129]",2e44c124-2e7f-59b8-10e9-55bad178246b,https://www.igdb.com/game_versions/fallout-new-vegas/,16,48,"[160, 161, 162, 163, 164, 174, 175, 181, 182, 183, 184]"
1505260800,1507593600,"[2, 9227]",6aaaa554-20bd-4107-cc6b-8deee9cb6fde,https://www.igdb.com/game_versions/thief-the-dark-project/,2,42,"[278, 279, 280, 281, 282]"
1505174400,1507420800,"[28540, 39034, 39044, 39045, 39046, 39047]",4ff85042-d876-4aff-5589-25167ce699a7,https://www.igdb.com/game_versions/assassins-creed-origins/,28540,1,"[50, 51, 52, 98, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 146, 147, 242, 243, 244]"
1507334400,1507334400,"[6801, 7829, 41616, 42943, 42955, 51531, 53019]",71b55fee-a28e-3e4b-7101-a133f989f36c,https://www.igdb.com/game_versions/far-cry-4/,6801,54,"[227, 228, 229, 230, 231, 232, 233, 234, 235, 236]"
1506902400,1507334400,"[36952, 38025, 52133]",96806515-db82-79ec-3fab-1d1e17455e27,https://www.igdb.com/game_versions/wolfenstein-ii-the-new-colossus/,36952,50,"[200, 237, 238, 239, 240]"
1507075200,1507075200,"[4131, 9759, 28028]",ef0d884f-5fff-a984-62ac-e2c2dc01c0c1,https://www.igdb.com/game_versions/total-war-warhammer-ii/,28028,52,"[213, 214, 215, 216, 217, 218, 219, 220, 221]"
1505952000,1505952000,"[7349, 27766, 27767]",d749f321-1e08-5674-438a-13df9e354ada,https://www.igdb.com/game_versions/mass-effect-andromeda--1/,7349,44,"[99, 100, 101, 102, 103]"
1505347200,1505347200,"[472, 19457, 47445]",8c248d16-af63-762a-fcd1-9f777e7c334f,https://www.igdb.com/game_versions/the-elder-scrolls-v-skyrim/,472,43,"[92, 93, 94, 95]"
1505174400,1505174400,,d20f22c5-4ee0-6b1c-1a7f-a8de75856c55,https://www.igdb.com/game_versions/a-new-beginning/,7147,41,
